sample_id,wpm,word_count,duration_sec,whisper_transcript,pitch_mean,pitch_variability,energy_mean,jitter,shimmer,spectral_centroid,tone_label,tone_score,filler_ratio
test_0408,221.43,31,8.4,"Now, how are we going to go forward on this? What's the right approach? Is it a Manhattan project? What's the thing that can get us there? Well, we need lots.",216.04,0.5019,0.082331,0.197466,0.23347,1830.25,ang,0.9458,0.0323
test_0409,181.82,32,10.56,"of companies working on this. Hundreds in each of these five paths, we need at least 100 people. And a lot of them, you'll look at and say, they're crazy. That's good.",216.13,0.5008,0.070277,0.210172,0.236733,1863.15,ang,0.9771,0.0
test_0410,157.41,17,6.48,"And I think here in the Ted group, we have many people who are already pursuing this.",193.96,0.2582,0.093143,0.095926,0.212487,1703.9,ang,0.8461,0.0
test_0411,157.23,50,19.08,"Bill Gross has several companies, including one called E-Solar, that has some great solar thermal technology. The node coast is investing in dozens of companies that are doing great things and have interesting possibilities. And I'm trying to help back that. Anita Merrill, then I actually are backing a company.",184.16,0.4611,0.091149,0.165044,0.230419,1691.64,neu,0.6796,0.02
test_0412,132.81,17,7.68,"that perhaps surprisingly is actually taking the nuclear approach. There are some innovations in nuclear, modular, liquid.",214.69,0.4654,0.095707,0.150912,0.229505,1666.96,neu,0.575,0.0588
test_0413,174.55,32,11.0,and innovation really stopped in this industry quite some time ago. So the idea that there's some good ideas laying around is not all that surprising. The idea of a terror power.,199.21,0.3457,0.104927,0.131145,0.207783,1743.89,ang,0.8945,0.0312
test_0414,146.67,22,9.0,"is that instead of burning the part of uranium, the 1% which is the U235, we decided, well, let's burn the 99%.",187.03,0.3321,0.09879,0.102662,0.212022,1736.47,ang,0.8356,0.0
test_0415,171.43,20,7.0,"the U238. It is kind of a crazy idea. In fact, people had talked about it for a long time.",222.92,0.4366,0.084544,0.214705,0.25276,1740.93,ang,0.9773,0.0
test_0416,200.4,33,9.88,"but they could never simulate, promptly, whether it would work or not. And so it's through the advent of modern supercomputers that now you can simulate and see that yes, with the right.",200.32,0.4035,0.0871,0.158968,0.21378,1711.76,ang,0.8303,0.0606
test_0417,75.24,16,12.76,materials approach. This looks like it would work. And because you're bringing that 99% you have,206.76,0.5089,0.086892,0.186561,0.229928,1790.63,ang,0.6797,0.0625
test_0418,86.67,13,9.0,"really advanced civilization is based on advances in energy. The coal revolution, fuel.",182.12,0.3232,0.089626,0.09885,0.208008,1664.94,neu,0.7337,0.0
test_0419,166.19,39,14.08,"greatly improved cost profile, you actually burn up the waste, and you can actually use this fuel all the leftover waste from today's reactors. And so instead of worrying about them, you just take that, it's a great thing.",203.29,0.3896,0.098997,0.121139,0.226621,1805.02,ang,0.6947,0.0769
test_0420,197.21,33,10.04,"It breeds this uranium as it goes along. So it's kind of like the candle. You can see it's a log there often referred to a traveling wave reactor. In terms of fuel,",188.86,0.403,0.102506,0.116077,0.214697,1812.19,neu,0.5857,0.0606
test_0421,195.24,41,12.6,This really solves the problem. I've got a picture here of a place in Kentucky. This is the left over the 99% where they've taken out the part they've been now. So it's called depleted uranium. That would power the U.S.,189.15,0.3504,0.083677,0.123318,0.229544,1731.39,ang,0.8531,0.0244
test_0422,165.35,28,10.16,"for hundreds of years, and simply by filtering seawater in an inexpensive process, you'd have enough fuel for the entire lifetime of the rest of the planet. So...",196.31,0.3869,0.093107,0.122063,0.222582,1859.66,ang,0.9134,0.0357
test_0423,159.7,28,10.52,"You know, it's got lots, lots of challenges ahead. But it is an example of the many hundreds and hundreds of ideas that we need to move forward.",214.2,0.4781,0.097637,0.170519,0.224832,1734.29,ang,0.9681,0.0357
test_0424,171.43,40,14.0,"So let's think how should we measure ourselves? What should our report card look like? Well, let's go out to where we really need to get and then look at the intermediate. For 2050, you've heard many people talk about.",216.49,0.4587,0.094991,0.179993,0.229457,1629.28,ang,0.9841,0.05
test_0425,155.44,20,7.72,this 80% reduction. That really is very important that we get there. And that 20% will be used up by...,203.91,0.4384,0.092425,0.148053,0.227245,1675.69,ang,0.8327,0.0
test_0426,138.61,28,12.12,"things going on in poor countries, still some agriculture. Hopefully we will have cleaned up four or three cement. So to get to that 80%, the developed countries.",187.97,0.4225,0.085919,0.165933,0.24208,1831.91,ang,0.7821,0.0357
test_0427,137.86,21,9.14,"including countries like China, will have had to switch their electricity generation all together. So the other greatest, are we deploying?",187.34,0.4403,0.084524,0.152271,0.221866,1755.65,ang,0.7982,0.0952
test_0428,153.19,24,9.4,"this zero-emission technology, we've deployed it in all the developed countries and we're in the process of getting it out elsewhere. That's super important.",204.44,0.5551,0.087226,0.186532,0.230412,1772.76,ang,0.6151,0.0
test_0429,225.0,36,9.6,"of a magazine or a newspaper, which is an inherently multi-scale kind of medium. We've also done a little something with the corner of this particular issue of the garden we've made up of fake ad.",181.42,0.8155,0.110117,0.361672,0.138701,1396.32,hap,0.4982,0.0
test_0430,198.68,40,12.08,"that's very high resolution, much higher than you're able to get in an ordinary. And we've embedded extra content. You've got to see the features of this car you can see it here, or other models, or even technical specifications.",167.5,0.8224,0.113034,0.351661,0.164518,1454.33,neu,0.632,0.0
test_0431,190.0,38,12.0,"And this really gets at some of these ideas about really doing away with those limits on screen real estate. We hope that this means no more pop-ups. No, they're kind of rubbish like that should be necessary.",181.29,0.7453,0.12933,0.274198,0.138015,1540.51,neu,0.428,0.0263
test_0432,274.65,39,8.52,"Of course, mapping is one of those really obvious applications for technology like this. And this one I really want to spend any time on except to say that we have things to contribute to this field as well.",189.09,0.8275,0.126043,0.328926,0.14115,1683.12,neu,0.5461,0.0256
test_0433,210.0,14,4.0,"but there's all the roads in the US, superimposed on top of a NASA.",213.65,0.8937,0.131274,0.409538,0.136115,1462.98,neu,0.8724,0.0
test_0434,212.69,76,21.44,"geospatial image. So let's pull up now something else. So this is actually live on the web now. You can go check it out. This is a project called Photosynth, which really marries two different technologies. One of them is Seed Dragon. And the other is some very beautiful computer vision research, done by Noah Snavley, a graduate student at the University of Washington, co-advised by Steve Sites at U-Dub and Rick Zeliski at Microsoft Research.",201.86,0.7924,0.126355,0.277746,0.135237,1595.14,hap,0.6803,0.0395
test_0435,212.77,40,11.28,"a very nice collaboration. And so this is live on the web. It's powered by C-Dragon. You can see that when we do these sorts of views, where we can dive through images and have this kind of multi-resolution experience.",158.09,0.7747,0.108537,0.262409,0.133014,1619.0,hap,0.4576,0.025
test_0436,172.41,40,13.92,"But the spatial arrangement of the images here is actually meaningful. The computer vision algorithms have registered these images together, so they correspond to the real space in which these shots all taken near grassy lakes and the Canadian Rockies.",199.52,0.7428,0.108096,0.335101,0.149215,1670.41,hap,0.6342,0.05
test_0437,225.0,12,3.2,What I'm gonna show you first as quickly as I can is...,242.66,0.6859,0.111445,0.282543,0.162512,1851.14,hap,0.9078,0.0
test_0438,120.0,16,8.0,all these shots were taken. So you see elements here of stabilized slideshow or panoramic imaging.,197.08,0.8049,0.104113,0.385908,0.149976,1517.77,neu,0.8529,0.0625
test_0439,259.21,61,14.12,"and these things have all been related really spatially. I'm not sure if I have time to show you any other environments there are some that are much more spatial, but I'd like to jump straight to one of Noah's original data sets. And this is from an early prototype of a photosynth that we first got working in the summer.",193.16,0.816,0.116191,0.281604,0.146633,1575.24,hap,0.4746,0.0164
test_0440,215.69,44,12.24,"to show you what I think is really the punchline behind this technology, the photosynth technology. And it's not necessarily so apparent from looking at the environments that we've put up on the website. We had to worry about the lawyers and so on.",186.18,0.7879,0.109223,0.300923,0.153614,1499.38,ang,0.3757,0.0455
test_0441,210.67,25,7.12,This is a reconstruction of Notre Dame Cathedral that was done entirely computationally from images scraped from flicker. It was typed Notre Dame into flicker.,192.67,0.749,0.115922,0.34107,0.159317,1502.65,neu,0.5295,0.0
test_0442,186.79,33,10.6,and you get some pictures of guys in T-shirts and of the campus and so on. And each of these orange cones represents an image that was discovered to belong to this model.,196.68,0.8026,0.10825,0.336342,0.147896,1527.1,neu,0.678,0.0303
test_0443,240.74,26,6.48,And so these are all flicker images. And they've all been related spatially in this way. And we can just navigate in this very simple way.,184.32,0.7271,0.140855,0.294945,0.12586,1516.5,neu,0.716,0.0385
test_0444,206.9,20,5.8,"I never thought that I'd end up working at Microsoft, as very gratifying. I love this kind of reception here.",185.28,0.7781,0.130731,0.316088,0.142253,1398.98,hap,0.7511,0.0
test_0445,182.93,25,8.2,"is some foundational work, some new technology that we brought to Microsoft as part of an acquisition almost exactly a year ago. This is C-Dragon.",201.53,0.8452,0.114112,0.35028,0.141295,1659.98,hap,0.7106,0.0
test_0446,238.02,53,13.36,"So this is, I just can see there's a very, this is, this is lots of different types of cameras. It's everything from cell phone cameras to professional SLRs, quite a large number that have been registered together into this environment. And if I can find some of the sort of weird ones,",188.28,0.7567,0.103235,0.301889,0.149356,1608.03,hap,0.5102,0.0189
test_0447,243.75,13,3.2,There are so many of them are included by faces and so on.,164.05,0.8551,0.143251,0.379494,0.160294,1491.45,hap,0.6645,0.1538
test_0448,176.47,36,12.24,"There's somewhere in here, there's a series of photographs. Here we go. This is actually a poster of Notre Dame that registered correctly. So if we can dive in from the poster to a physical view.",191.13,0.7431,0.12142,0.337411,0.168765,1499.76,hap,0.745,0.0556
test_0449,190.91,35,11.0,"What the point here really is is that we can do things with the social environment. This is now taking data from everybody, from the entire collective memory of visually of what your looks like.",187.17,0.6769,0.122291,0.25835,0.150937,1431.09,ang,0.4935,0.0286
test_0450,240.42,46,11.48,"and link all of that together. All of those photos become linked together and they make something emergent, this greater than the sum of the parts. You have a model that emerges of the entire earth. Think of this as the long tail to Stephen Lawler's...",198.16,0.8376,0.111946,0.354247,0.142988,1496.12,neu,0.5713,0.0
test_0451,193.22,38,11.8,"virtual Earthwork. And this is something that grows in complexity as people use it, and whose benefits become greater to the users as they use it. Their own photos are getting tagged with metadata that somebody all centered.",191.29,0.7629,0.105287,0.357987,0.153969,1548.72,hap,0.4677,0.0
test_0452,200.0,20,6.0,"If somebody bothered to tag all of these saints and say who they all are, then my photo of me.",196.46,0.8392,0.14197,0.30338,0.145691,1454.39,neu,0.7092,0.0
test_0453,188.48,48,15.28,"And it's an environment in which you can either locally or remotely interact with vast amounts of visual data. We're looking at many, many gigabytes of digital photos here and kind of seamlessly and continuously zooming and padding through the thing rearranging it at any way we want.",180.87,0.8486,0.103909,0.289164,0.138829,1613.38,neu,0.6884,0.0
test_0454,216.8,37,10.24,"not drunk cathedral, suddenly it's enriched with all that data. And I can use it as an entry point to dive into that space since that metaverse using everybody else's photos and do a kind of cross-model.",204.57,0.8199,0.108745,0.317027,0.144606,1549.26,hap,0.4302,0.0
test_0455,152.26,27,10.64,"and cross-user social experience that way. And of course, a byproduct of all of that is immensely rich virtual models of every interesting part of the Earth.",211.75,0.8291,0.107814,0.380837,0.175645,1582.52,neu,0.7046,0.0
test_0456,176.0,22,7.5,collected not just from overhead flights and from satellite images and so on but from the collective memory. Thank you so much.,211.26,0.847,0.103018,0.393092,0.186132,1529.25,neu,0.837,0.0909
test_0457,213.16,27,7.6,Do I understand this? Do I understand this right? What your software is going to allow? Is it at some point really within the next few years?,182.34,0.7083,0.112633,0.288844,0.161543,1691.16,ang,0.5293,0.037
test_0458,210.0,14,4.0,that are shared by anyone across the world are going to basically link together.,188.64,0.8686,0.11161,0.365105,0.212264,1378.84,ang,0.4265,0.0714
test_0459,206.9,16,4.64,"Yes, what this is really doing is discovering. It's creating hyperlinks if you will between images.",187.9,0.7335,0.112723,0.323648,0.143636,1760.01,ang,0.4338,0.0
test_0460,281.88,42,8.94,and is doing that based on the content inside the images. And that gets really exciting when you think about the richness of the semantic information that a lot of those images have. Like when you do a web search for images.,200.76,0.83,0.119724,0.343637,0.139936,1613.68,neu,0.7867,0.0238
test_0461,277.78,60,12.96,But you type in phrases and the text on the web page is carrying a lot of information about what that picture is of. Now what if that picture links to all of your pictures and the amount of semantic and connection and the amount of richness that comes out of that is really huge. It's a classic network effect.,203.05,0.8485,0.109815,0.339182,0.168133,1603.4,neu,0.6987,0.0
test_0462,218.66,50,13.72,"It doesn't matter how much information we're looking at, how big these collections are, or how big the images are. And the most of them are ordinary digital camera photos, but this one, for example, is a scan from the Library of Congress. And it's in the 300 megapixel range.",171.18,0.7624,0.108331,0.315856,0.136829,1525.43,neu,0.4736,0.0
test_0463,246.27,33,8.04,It doesn't make me difference because the only thing that ought to limit the performance of a system like this one is the number of pixels on your screen at any given moment,159.72,0.5611,0.134948,0.193946,0.14749,1509.99,neu,0.4043,0.0303
test_0464,164.89,31,11.28,"It's also a very flexible architecture. This is an entire book. So this is an example of non-image data. This is a bleak house, like Dickens. Every column is a chapter.",208.44,0.747,0.113922,0.333402,0.155049,1566.64,neu,0.6649,0.0645
test_0465,247.64,35,8.48,"and to prove to you that it's really text and not an image, we can do something like so. To really show that this is a real representation of the text, it's not a picture.",173.9,0.7964,0.125237,0.278962,0.157383,1705.52,neu,0.4945,0.0571
test_0466,233.33,56,14.4,Maybe this is a kind of artificial way to read an e-book. I wouldn't recommend it. This is a more realistic case. This is an issue of the Guardian. Every large image is the beginning of a section. And this really gives you the joy and the good experience of reading the real paper version of...,169.29,0.78,0.121328,0.245397,0.130936,1437.41,neu,0.4918,0.0
test_0467,68.97,34,29.58,"Seagolw dcrap barcer arem�ch ac gwneys Tylwydd, byud yw o dwydyn, Ac Chวind feifd fquerat유�엽 Ewerleyных A'fiamurau Mae nod y Swanta oedd gyfrdon, 이�는. Mae gwch Salud Mae943 Ngwr scraipol diafdim ac Schedun rhidir",153.43,0.4391,0.104547,0.130452,0.183825,1730.79,hap,0.4804,0.0
test_0468,132.2,52,23.6,"Laur i Efera B pornography a o rapport yr 1 avde我w Bob adhisia i ympar Paradise R Sel programme fel fel短nas i efekty a vet make o wneud âch keysas ynes o yndfurith wet Across slawer i fel headphoneeur sy function, que lle sine fale, twelve med spool � o widel named",147.43,0.4595,0.076345,0.125912,0.177125,1658.57,hap,0.9076,0.0
test_0469,120.97,15,7.44,"мен am wedi'n фwy o Shopbright Visit twn indu, wyng treudu우� ei ganneeth stream trwola.",170.01,0.5884,0.081327,0.178388,0.186672,1832.27,hap,0.9593,0.0
test_0470,216.58,54,14.96,"50 of the magnets. I had to take them out, which we did. We've reconditioned them all, fixed them. They're all on their way back under ground now. By the end of March, the LHC will be intact again. We will switch it on, and we expect to take data in June or July.",146.47,0.5184,0.080267,0.152044,0.189072,1612.72,hap,0.5609,0.0
test_0471,60.0,22,22.0,wynt coch o un cand yn y interval underser mae wdyd optau poig â cael dydolio un fus past c emootion neu,151.97,0.4768,0.063572,0.139637,0.192088,1605.5,hap,0.7281,0.0
test_0472,163.79,19,6.96,Y threatening flavoreddwy na hwn pr sy'n cobl fel mae ddwyddi aft11leb final bydddi yrbestod knowb yfer deu awed.,139.64,0.4676,0.076187,0.152594,0.178725,1659.18,hap,0.6404,0.0
test_0473,20.62,8,23.28,"A un iawn vapeun gwedod wrong, I fe",150.88,0.5419,0.076651,0.139081,0.188911,1736.65,hap,0.7586,0.0
test_0474,170.1,22,7.76,y y leurwy y wdydd drwyn galluio yn y ras de colouro cod o ei y o ei gwneud сол fy gevmallau.,148.23,0.6004,0.081769,0.151684,0.166235,1638.51,hap,0.5021,0.0
test_0475,246.0,41,10.0,"Blash here at TED I gave an introduction to the LHC and I promised to come back and give you an update on how that machine worked. So this is it. For those of you that weren't there, the LHC is...",153.32,0.526,0.08395,0.163521,0.190636,1832.3,hap,0.8492,0.0244
test_0476,145.16,69,28.52,"BESCO ont un bod fy ar gan y nhwna, bergwllol y mmeru ar ca eidwn, i 9 Cadnaus hynir, looks ordigua geithyn darhew. Ziganau, eu, amityr og iaud. Si tifonnaeth ytw byr o fñ 시작! Wydw gyda'n sparhydan. Ych roedd fel'du i p 크�olaud, ych roedd hyn wheref hunwag mwyf consids. I o fwyf Dav ydu llewb spermodol ni- Bartes ddich Y rodll aboutus y tu endrewnos ryn falchweipet,",150.67,0.5111,0.071588,0.144186,0.190232,1741.05,hap,0.6786,0.0
test_0477,87.86,34,23.22,"Y bo'n am oedd audible ar bywraig,ethau drийpysch 13 lookanc ar milieu â yn pełny. Dwlatîf ro Ilawnch yn friedyn o'r egel ddim yrغd mae' bod mynd y aенноwn tefn yn nhw y GymMyrhydr.",159.88,0.6166,0.074793,0.108963,0.188181,1790.28,ang,0.6407,0.0
test_0478,143.2,20,8.38,肹 effectio wasיי o yn ni wedd new echo yn hyl SE Chinu 1970 i ma mluah atiau latencyau seg33.,163.58,0.6475,0.086851,0.215116,0.188583,1909.71,hap,0.8304,0.0
test_0479,28.48,12,25.28,Byна sy'n pen man Mirews poud. Anh bynych sw eru dziyr�naeth an,145.29,0.4738,0.076474,0.150987,0.193927,1668.95,hap,0.6491,0.0
test_0480,113.92,54,28.44,"Оdu o со gdercolliding pias o dpers어 i stor adiant zac berm edلي oín o llapau an Ägy panisyd sweep iodedirur. C Liadau y o llapa y i fragd â ddim y aбid Dyda, neu ddi'ch martykhoedd yn leithi hedd. D量ud ghahtούd nhw ca Millariau Ca<|cy|>ryg mae gydaethuberu eu frednol i gydaethu Primawn obletat,",153.4,0.5893,0.07195,0.208352,0.166622,1671.9,hap,0.875,0.0
test_0481,57.27,13,13.62,"A gwr tipsas bet fawyn fellyh, Dylyffamy hy pe orchestra niw'n dhy econom.",157.65,0.5461,0.095263,0.180329,0.179443,1621.15,hap,0.836,0.0
test_0482,14.69,4,16.34,При debnicu mouse ach,151.33,0.4531,0.088905,0.11893,0.166423,1602.1,hap,0.9001,0.0
test_0483,227.68,17,4.48,and we've been trying to just see if we can come up with the even smaller genome.,104.8,0.1277,0.114615,0.036951,0.145688,1423.82,neu,0.3687,0.0
test_0484,203.06,31,9.16,"We're able to knock out on the order of 100 genes out of the 500 or so that are here. But when we look at its metabolic map, it's relatively simple.",113.85,0.4021,0.126984,0.120507,0.132797,1346.35,neu,0.5627,0.0323
test_0485,176.17,35,11.92,"compared to ours. Trust me, this is simple. But when we look at all the genes that we can knock out one at a time, it's very unlikely that this would yield a living cell.",140.5,0.7984,0.123418,0.165082,0.133118,1452.6,hap,0.8273,0.0
test_0486,162.86,19,7.0,So we decided the only way forward was to actually synthesize this chromosome so we could vary the components.,127.32,0.5136,0.117568,0.126351,0.148169,1525.82,hap,0.7586,0.1579
test_0487,145.41,19,7.84,to ask some of these most fundamental questions. And so we started down the road of Can We synthesize.,129.15,0.7378,0.094862,0.16345,0.14047,1606.31,hap,0.4873,0.0526
test_0488,155.03,37,14.32,chromosome can chemistry permit making these really large molecules where we've never been before and if we do can we boot up a chromosome the chromosome by the way is just a piece of inert chemical material.,109.83,0.5125,0.09746,0.136369,0.161249,1358.01,hap,0.7743,0.0
test_0489,144.0,12,5.0,Our pace of digitizing life has been increasing at an exponential pace.,149.04,0.8283,0.118108,0.252914,0.181741,1675.31,neu,0.5507,0.0
test_0490,159.09,28,10.56,"our ability to write the genetic code has been moving pretty slowly, but has been increasing and our latest point would put it on now on exponential curve.",116.35,0.6886,0.124894,0.153649,0.152376,1343.75,hap,0.5718,0.0
test_0491,160.71,24,8.96,"We started this over 15 years ago, it took several stages in fact, starting with a bioethical review before we did the first experiments.",136.6,0.754,0.11208,0.282176,0.155749,1556.34,hap,0.6661,0.0
test_0492,152.54,30,11.8,But it turns out synthesizing DNA is very difficult. There's tens of thousands of machines around the world that make small pieces of DNA 30 to 50 letters and lengths.,125.28,0.6516,0.106078,0.192058,0.135153,1620.84,hap,0.7383,0.0
test_0493,135.0,36,16.0,"You know, I've talked about some of these projects before about the human genome and what that might mean. And discovering new sets of genes, we're actually starting at a new point. We've been digitizing biology.",146.16,0.8282,0.093087,0.248899,0.155811,1608.2,hap,0.8385,0.0556
test_0494,216.0,36,10.0,and it's a degenerate process so the longer you make the piece the more errors there are. So we had to create a new method for putting these little pieces together and correct all the errors.,139.6,0.7992,0.108957,0.203125,0.149333,1459.38,hap,0.5414,0.0556
test_0495,149.64,41,16.44,"And this was our first attempt starting with the digital information of the genome of 5X174. It's a small virus that kills bacteria. We designed the pieces and went through our air correction and had a DNA molecule about 5,000 letters.",137.74,0.7733,0.101683,0.178619,0.161059,1570.75,hap,0.7386,0.0
test_0496,182.43,18,5.92,The exciting phase came when we took this piece of inert chemical and put it in the bacteria.,143.67,0.6267,0.095562,0.22269,0.188582,1551.69,hap,0.6511,0.0
test_0497,170.37,46,16.2,"And the bacteria started to read this genetic code, made the viral particles. The viral particles, then, were released from the cells and came back and killed at E. coli. I was talking to the oil industry recently, and I said they clearly understood that model.",139.79,0.8281,0.113484,0.215165,0.15842,1478.74,hap,0.7563,0.0
test_0498,186.85,36,11.56,And so we think this is a situation where the software can actually build its own hardware in a biological system. But we wanted to go much larger. We wanted to build the entire bacterial chromosome.,130.4,0.6982,0.089389,0.145488,0.158936,1392.05,hap,0.7715,0.0556
test_0499,170.15,38,13.4,"So over 580,000 letters of genetic code. So we thought we'd build them a cassette's, the size, and the viruses. So we can actually vary the cassettes to understand what the actual components of a living cell are.",138.63,0.7737,0.116019,0.221076,0.162283,1561.98,hap,0.8215,0.1053
